chrom,start,end,name,score,strand
chr1,9745647,9747748,1700034P13Rik,.,+
chr1,9746381,9748482,Vcpip1,.,-
chr1,9796106,9798207,Sgk3,.,+
chr1,9800552,9802653,Gm6195,.,-
chr1,9832601,9834702,Gm22607,.,-
chr1,9906637,9908738,Mcmdc2,.,+
chr1,9940548,9942649,Snord87,.,-
chr1,9942117,9944218,Snhg6,.,-
chr1,9965313,9967414,E330040D14Rik,.,+
chr1,9965931,9968032,Tcf24,.,-
chr1,9980386,9982487,Gm15818,.,+
chr1,10007135,10009236,Ppp1r42,.,-
chr1,10007916,10010017,Gm24674,.,-
chr1,10035986,10038087,Cspp1,.,+
chr1,10036167,10038268,Cops5,.,-
chr1,10055943,10058044,1700047N06Rik,.,-
chr1,10164538,10166639,Gm26348,.,+
chr1,10196801,10198902,Gm37569,.,-
chr1,10230669,10232770,Arfgef1,.,-
chr1,10449988,10452089,Gm38005,.,-
chr1,10553552,10555653,Gm15604,.,-
chr1,10553659,10555760,Gm25253,.,-
chr1,10693122,10695223,Gm15603,.,+
chr1,10717944,10720045,Cpa6,.,-
chr1,10782376,10784477,Gm37133,.,-
chr1,10803280,10805381,Gm5522,.,+
chr1,10866687,10868788,Gm28659,.,+
chr1,10919669,10921770,Gm22963,.,+
chr1,10991464,10993565,Prex2,.,+
chr1,11132237,11134338,Gm24173,.,-
chr1,11222173,11224274,Gm28686,.,-
chr1,11364963,11367064,Gm37410,.,-
chr1,11412104,11414205,A830018L16Rik,.,+
chr1,11414917,11417018,Gm38178,.,+
chr1,11606399,11608500,Gm29273,.,-
chr1,11702206,11704307,Gm38069,.,+
chr1,12118959,12121060,Gm7560,.,+
chr1,12372935,12375036,Gm22633,.,+
chr1,12423985,12426086,Mir6341,.,+
chr1,12563576,12565677,Gm2383,.,+
chr1,12653866,12655967,Gm6216,.,+
chr1,12665562,12667663,Gm17644,.,+
chr1,12669175,12671276,Gm29663,.,-
chr1,12690276,12692377,Sulf1,.,+
chr1,12990649,12992750,Slco5a1,.,-
chr1,13057950,13060051,Gm37162,.,-
chr1,13060024,13062125,Gm5250,.,+
chr1,13066837,13068938,Gm29283,.,+
chr1,13125162,13127263,Prdm14,.,-
chr1,13177713,13179814,Gm38376,.,-
chr1,13234433,13236534,Gm37409,.,-
chr1,13260197,13262298,Gm27881,.,+
chr1,13288505,13290606,Gm38223,.,-
chr1,13296906,13299007,Gm37702,.,-
chr1,13332608,13334709,Gm23169,.,-
chr1,13346203,13348304,Gm38120,.,-
chr1,13354729,13356830,Gm38380,.,-
chr1,13372082,13374183,Ncoa2,.,-
chr1,13374069,13376170,Gm29570,.,+
chr1,13405654,13407755,Gm7593,.,-
chr1,13587909,13590010,Tram1,.,-
chr1,13640747,13642848,Gm38319,.,-
chr1,13658545,13660646,Lactb2,.,-
chr1,13666770,13668871,Xkr9,.,+
chr1,13772463,13774564,Gm26273,.,-
chr1,13784878,13786979,Gm5523,.,-
chr1,13847118,13849219,Gm36947,.,-
chr1,13930377,13932478,Gm25491,.,+
chr1,14110818,14112919,Gm37400,.,-
chr1,14180577,14182678,Gm22616,.,+
chr1,14253989,14256090,Gm37444,.,-
chr1,14308234,14310335,Eya1,.,-
chr1,14750936,14753037,Gm9947,.,+
chr1,14753991,14756092,Msc,.,-
chr1,14786644,14788745,Gm37412,.,+
chr1,14838155,14840256,Smt3h2-ps4,.,-
chr1,14863071,14865172,Rpl5-ps1,.,+
chr1,14916861,14918962,Trpa1,.,-
chr1,15017158,15019259,Gm26345,.,-
chr1,15267796,15269897,Gm10566,.,-
chr1,15285253,15287354,Kcnb2,.,+
chr1,15362301,15364402,Gm38116,.,+
chr1,15554248,15556349,Gm37138,.,+
chr1,15684045,15686146,Gm25227,.,-
chr1,15755831,15757932,Gm25168,.,+
chr1,15758667,15760768,Gm6060,.,-
chr1,15758760,15760861,Gm28669,.,+
chr1,15803645,15805746,Terf1,.,+
chr1,15851330,15853431,Gm37509,.,+
chr1,15877529,15879630,Gm23259,.,+
chr1,15890721,15892822,Sbspon,.,-
chr1,16051334,16053435,Gm7634,.,+
chr1,16091324,16093425,4930444P10Rik,.,-
chr1,16102661,16104762,Rpl7,.,-
chr1,16103773,16105874,Rdh10,.,+
chr1,16208516,16210617,Gm38249,.,-
chr1,16226505,16228606,Gm28095,.,+
chr1,16251591,16253692,Gm7568,.,+
chr1,16518111,16520212,Stau2,.,-
chr1,16616559,16618660,Gm38342,.,+
chr1,16617488,16619589,Ube2w,.,-
chr1,16655041,16657142,Eloc,.,-
chr1,16655551,16657652,D030040B21Rik,.,+
chr1,16661661,16663762,Gm7654,.,-
chr1,16663206,16665307,Tmem70,.,+
chr1,16686050,16688151,Ly96,.,+
chr1,16756622,16758723,Gm29649,.,-
chr1,16768137,16770238,Gm5828,.,-
chr1,16896184,16898285,Gm28376,.,+
chr1,16928969,16931070,4921511E07Rik,.,+
chr1,17095888,17097989,Jph1,.,-
chr1,17122746,17124847,Gm28783,.,+
chr1,17143361,17145462,Gdap1,.,+
chr1,17166402,17168503,Gm28784,.,+
chr1,17248491,17250592,Gm28785,.,-
chr1,17392957,17395058,Gm5251,.,+
chr1,17398280,17400381,Rbm6-ps1,.,-
chr1,17427527,17429628,Gm6075,.,-
chr1,17518000,17520101,Gm25166,.,+
chr1,17599900,17602001,Pi15,.,+
chr1,17639080,17641181,Gm28154,.,-
chr1,17725044,17727145,Crispld1,.,+
chr1,17725645,17727746,Gm16070,.,-
chr1,17803416,17805517,Gm28153,.,-
chr1,17945040,17947141,Gm7690,.,+
chr1,17991812,17993913,Gm17969,.,+
chr1,17997621,17999722,Gm18775,.,-
chr1,18014185,18016286,Gm28755,.,-
chr1,18056268,18058369,Gm45784,.,-
chr1,18057055,18059156,Gm28756,.,-
chr1,18143901,18146002,Crisp4,.,-
chr1,18221563,18223664,Defb44-ps,.,-
chr1,18235442,18237543,Defb18,.,-
chr1,18261378,18263479,Gm17837,.,-
chr1,18263137,18265238,Defb41,.,-
chr1,18706427,18708528,Gm5252,.,+
chr1,18967832,18969933,Gm24075,.,-
chr1,19035265,19037366,Gm28343,.,+
chr1,19060856,19062957,Gm28344,.,+
chr1,19101021,19103122,Tfap2d,.,+
chr1,19102839,19104940,Gm15825,.,-
chr1,19151965,19154066,Gm10075,.,-
chr1,19206913,19209014,Tfap2b,.,+
chr1,19240724,19242825,Gm28340,.,+
chr1,19318696,19320797,Gm28341,.,-
chr1,19328938,19331039,Gm4849,.,+
chr1,19511918,19514019,Gm24633,.,-
chr1,19612268,19614369,Gm38382,.,+
chr1,20063547,20065648,Gm37315,.,-
chr1,20354451,20356552,4930486I03Rik,.,+
chr1,20442809,20444910,Gm15795,.,-
chr1,20442911,20445012,Gm24162,.,-
chr1,20616063,20618164,Pkhd1,.,-
chr1,20667881,20669982,Gm28653,.,+
chr1,20677009,20679110,Mir206,.,+
chr1,20680768,20682869,Mir133b,.,+
chr1,20728904,20731005,Il17a,.,+
chr1,20788616,20790717,Il17f,.,-
chr1,20818311,20820412,Mcm3,.,-
chr1,20819330,20821431,Gm20587,.,+
chr1,20834660,20836761,Gm28065,.,+
chr1,20840665,20842766,Gm24723,.,-
chr1,20888472,20890573,6720483E21Rik,.,-
chr1,20888605,20890706,Paqr8,.,+
chr1,20913539,20915640,Gm24171,.,-
chr1,20943710,20945811,Gm28064,.,+
chr1,20949625,20951726,Efhc1,.,+
chr1,21077228,21079329,Tram2,.,-
chr1,21078113,21080214,Gm28287,.,+
chr1,21176987,21179088,Gm2693,.,+
chr1,21216574,21218675,Tmem14a,.,+
chr1,21232721,21234822,Gm38224,.,+
chr1,21238588,21240689,Gsta3,.,+
chr1,21269592,21271693,Gm28836,.,-
chr1,21270402,21272503,Gm7094,.,+
chr1,21296311,21298412,Gm4956,.,-
chr1,21314319,21316420,Gm21909,.,-
chr1,21347640,21349741,Khdc1a,.,+
chr1,21352004,21354105,Gm16329,.,+
chr1,21362802,21364903,Gm16327,.,+
chr1,21366330,21368431,Khdc1c,.,+
chr1,21370669,21372770,Gm2709,.,+
chr1,21377554,21379655,Gm16533,.,+
chr1,21381555,21383656,Khdc1b,.,+
chr1,21388905,21391006,Gm16328,.,+
chr1,21455016,21457117,Gm36949,.,-
chr1,21511055,21513156,Gm7658,.,-
chr1,21838513,21840614,Gm38243,.,-
chr1,21959941,21962042,Kcnq5,.,-
chr1,22028614,22030715,Gm5696,.,-
chr1,22235848,22237949,Gm28239,.,+
chr1,22738763,22740864,Gm26866,.,+
chr1,22803993,22806094,Rims1,.,-
chr1,22985124,22987225,Gm7761,.,-
chr1,23100252,23102353,Ppp1r14bl,.,-
chr1,23233672,23235773,Gm29506,.,-
chr1,23243210,23245311,Gm24176,.,+
chr1,23254406,23256507,Gm6420,.,-
chr1,23270268,23272369,Mir30a,.,+
chr1,23289536,23291637,Gm27028,.,+
chr1,23289700,23291801,Mir30c-2,.,+
chr1,23291728,23293829,Gm29107,.,+
chr1,23344598,23346699,Gm20954,.,-
chr1,23395771,23397872,Ogfrl1,.,-
chr1,23477538,23479639,Gm7784,.,+
chr1,23572586,23574687,Gm28822,.,+
chr1,23759752,23761853,B3gat2,.,+
chr1,23920316,23922417,Smap1,.,-
chr1,24003504,24005605,Gm26524,.,+
chr1,24003655,24005756,Sdhaf4,.,-
chr1,24098340,24100441,Fam135a,.,-
chr1,24098624,24100725,Gm37580,.,+
chr1,24123274,24125375,Gm26607,.,+
chr1,24175609,24177710,Col9a1,.,+
chr1,24546976,24549077,Gm26418,.,-
chr1,24585471,24587572,Col19a1,.,-
chr1,24593422,24595523,Tubb4b-ps2,.,-
chr1,24610409,24612510,Gm28439,.,-
chr1,24610699,24612800,Gm10222,.,-
chr1,24611118,24613219,Gm28438,.,-
chr1,24611970,24614071,Gm28437,.,-
chr1,24612650,24614751,Gm10925,.,-
chr1,24613564,24615665,Gm28661,.,-
chr1,24614196,24616297,Gm29216,.,-
chr1,24676629,24678730,Lmbrd1,.,+
chr1,24909658,24911759,Gm28594,.,-
chr1,24963157,24965258,Gm28237,.,-
chr1,25009940,25012041,Gm9443,.,+
chr1,25025231,25027332,Gm29414,.,-
chr1,25221729,25223830,Gm15702,.,+
chr1,25275953,25278054,Gm20172,.,-
chr1,25277550,25279651,Gm22260,.,-
chr1,25283247,25285348,Gm37543,.,-
chr1,25297885,25299986,Gm37331,.,-
chr1,25315707,25317808,Gm37211,.,-
chr1,25326397,25328498,Gm37862,.,-
chr1,25347081,25349182,Gm38286,.,-
chr1,25363819,25365920,Gm37880,.,-
chr1,25449070,25451171,Gm25294,.,+
chr1,25609183,25611284,Gm37011,.,-
chr1,25613514,25615615,Gm29214,.,-
chr1,25621179,25623280,Gm37051,.,-
chr1,25674238,25676339,Gm38260,.,-
chr1,25689500,25691601,Gm37628,.,-
chr1,25722777,25724878,8030445P17Rik,.,-
chr1,25736968,25739069,Gm38198,.,-
chr1,25757032,25759133,Gm37077,.,-
chr1,25778305,25780406,Gm37895,.,-
chr1,25798904,25801005,Gm36952,.,-
chr1,25805405,25807506,Gm37602,.,-
chr1,25807971,25810072,2900022M07Rik,.,-
chr1,25822718,25824819,2900002M20Rik,.,-
chr1,25827706,25829807,Adgrb3,.,-
chr1,25828656,25830757,Gm9884,.,+
chr1,25995158,25997259,Gm18443,.,-
chr1,26464235,26466336,Gm19123,.,+
chr1,26564832,26566933,Gm24064,.,+
chr1,26685459,26687560,4931408C20Rik,.,-
chr1,26957220,26959321,n-R5s209,.,-
chr1,27334767,27336868,Gm19641,.,-
chr1,27882045,27884146,Gm5524,.,+
chr1,27899071,27901172,Gm18776,.,-
chr1,27987909,27990010,Gm19028,.,+
chr1,28567917,28570018,Gm38089,.,+
chr1,28578771,28580872,Gm7846,.,-
chr1,28778251,28780352,Gm597,.,-
chr1,28800720,28802821,Gm5697,.,-
chr1,28936035,28938136,Gm6462,.,+
chr1,29217699,29219800,Gm18033,.,+
chr1,29279074,29281175,Gm25586,.,-
chr1,29299479,29301580,Gm22679,.,+
chr1,29359369,29361470,Gm23785,.,-
chr1,29419487,29421588,Mir6342,.,+
chr1,29483914,29486015,Gm5525,.,-
chr1,29811153,29813254,AC125120.1,.,+
chr1,29928093,29930194,Gm7858,.,+
chr1,29983933,29986034,Gm23771,.,+
chr1,30331396,30333497,Gm27430,.,-
chr1,30717961,30720062,Gm9898,.,-
chr1,30767686,30769787,Gm6473,.,+
chr1,30792874,30794975,Gm2914,.,-
chr1,30834430,30836531,Gm37522,.,-
chr1,30866537,30868638,Gm37906,.,-
chr1,30871920,30874021,Phf3,.,-
chr1,30947308,30949409,Ptp4a1,.,-
chr1,30947769,30949870,Ptp4a1,.,-
chr1,30975967,30978068,Gm5698,.,-
chr1,30984952,30987053,Gm9458,.,-
chr1,31039918,31042019,Gm28644,.,+
chr1,31120861,31122962,Gm27362,.,-
chr1,31134025,31136126,Gm29128,.,+
chr1,31162548,31164649,Gm7893,.,+
chr1,31174400,31176501,Lgsn,.,+
chr1,31220683,31222784,4931428L18Rik,.,-
chr1,31220837,31222938,Pih1d3,.,+
chr1,31257718,31259819,Gm26145,.,-
chr1,31265325,31267426,Gm4850,.,+
chr1,31272891,31274992,Gm28645,.,+
chr1,31284944,31287045,Gm6489,.,+
chr1,31557539,31559640,Eef1a1-ps2,.,+
chr1,31613148,31615249,Gm19680,.,+
chr1,31654737,31656838,Gm23032,.,-
chr1,31734056,31736157,Gm7910,.,+
chr1,32170713,32172814,Khdrbs2,.,+
chr1,32211238,32213339,Gm25814,.,-
chr1,32471756,32473857,Gm37999,.,+
chr1,32483314,32485415,Gm37110,.,+
chr1,32494443,32496544,Gm37911,.,+
chr1,32518998,32521099,Gm9839,.,-
chr1,32537027,32539128,Gm37792,.,+
chr1,32545293,32547394,Gm5415,.,-
chr1,32566420,32568521,Gm24732,.,-
chr1,32708178,32710279,Gm37426,.,+
chr1,32724638,32726739,Gm23024,.,+
chr1,32970489,32972590,Gm37151,.,-
chr1,33028289,33030390,Gm28624,.,-
chr1,33063129,33065230,Gm37724,.,+
chr1,33098906,33101007,Gm7114,.,+
chr1,33107654,33109755,Gm4785,.,-
chr1,33189992,33192093,Gm24901,.,+
chr1,33213474,33215575,Gm37591,.,-
chr1,33233938,33236039,Gm2987,.,+
chr1,33291675,33293776,Gm25792,.,+
chr1,33314581,33316682,Gm18799,.,-
chr1,33369330,33371431,Gm7933,.,+
chr1,33420732,33422833,Gm23453,.,+
chr1,33480100,33482201,Gm29228,.,+
chr1,33614831,33616932,Gm37618,.,-
chr1,33655780,33657881,Gm17813,.,+
chr1,33667794,33669895,Prim2,.,-
chr1,33667823,33669924,1700001G17Rik,.,+
chr1,33672227,33674328,Gm38173,.,-
chr1,33717886,33719987,Rab23,.,+
chr1,33746006,33748107,Gm37905,.,+
chr1,33755794,33757895,Bag2,.,-
chr1,33812594,33814695,Zfp451,.,-
chr1,33836679,33838780,Gm15455,.,-
chr1,33889116,33891217,Gm37067,.,-
chr1,33905815,33907916,Bend6,.,-
chr1,33906224,33908325,Dst,.,+
chr1,33920454,33922555,Gm37354,.,+
chr1,33961684,33963785,Gm28631,.,-
chr1,33979501,33981602,Gm23792,.,-
chr1,34030099,34032200,Gm38157,.,+
chr1,34115358,34117459,Mir6896,.,+
chr1,34176445,34178546,Gm26788,.,-
chr1,34269127,34271228,A930005N03Rik,.,-
chr1,34328306,34330407,Gm37958,.,-
chr1,34348774,34350875,Gm37385,.,+
chr1,34365370,34367471,Gm5266,.,+
chr1,34415985,34418086,Gm3052,.,-
chr1,34431198,34433299,Mir5103,.,-
chr1,34431263,34433364,Gm37233,.,-
chr1,34437671,34439772,Ccdc115,.,-
chr1,34437850,34439951,Imp4,.,+
chr1,34442729,34444830,Gm28306,.,-
chr1,34457761,34459862,Ptpn18,.,+
chr1,34471147,34473248,Gm28417,.,-
chr1,34483932,34486033,4930568A12Rik,.,-
chr1,34496409,34498510,Prss39,.,+
chr1,34522006,34524107,Gm28416,.,-
chr1,34533647,34535748,Cfc1,.,+
chr1,34536559,34538660,Gm28419,.,-
chr1,34558942,34561043,Prss40,.,-
chr1,34577656,34579757,Amer3,.,+
chr1,34577710,34579811,1700101I19Rik,.,-
chr1,34605718,34607819,Gm28418,.,-
chr1,34608805,34610906,Gm36984,.,-
chr1,34610302,34612403,Gm29730,.,-
chr1,34634188,34636289,AA619741,.,-
chr1,34676187,34678288,Arhgef4,.,+
chr1,34750774,34752875,Gm37224,.,+
chr1,34751122,34753223,Gm37845,.,+
chr1,34799793,34801894,Arhgef4,.,+
chr1,34809907,34812008,Gm38336,.,-
chr1,34821524,34823625,Gm37127,.,+
chr1,34841064,34843165,Fam168b,.,-
chr1,34847975,34850076,Plekhb2,.,+
chr1,34926508,34928609,Gm19430,.,+
chr1,34967854,34969955,Gm37670,.,-
chr1,34968064,34970165,Gm8009,.,+
chr1,34983655,34985756,Gm38027,.,+
chr1,35177083,35179184,Gm25096,.,-
chr1,35649296,35651397,Gm37068,.,-
chr1,35759601,35761702,Gm25634,.,+
chr1,35804973,35807074,Gm28415,.,+
chr1,35877844,35879945,1110002O04Rik,.,+
chr1,35956918,35959019,Gm8022,.,+
chr1,35984372,35986473,Gm37146,.,-
chr1,36009043,36011144,Gm33222,.,-
chr1,36009071,36011172,4930535G08Rik,.,+
chr1,36029017,36031118,Gm38049,.,-
chr1,36066399,36068500,Hs6st1,.,+
chr1,36104445,36106546,Gm37335,.,-
chr1,36130041,36132142,Gm33280,.,+
chr1,36142312,36144413,Mir6897,.,-
chr1,36242719,36244820,Uggt1,.,-
chr1,36272678,36274779,Neurl3,.,-
chr1,36305732,36307833,Arid5a,.,+
chr1,36330707,36332808,4930403P22Rik,.,+
chr1,36346757,36348858,Mir6898,.,-
chr1,36367180,36369281,Kansl3,.,-
chr1,36370290,36372391,Fer1l5,.,+
chr1,36443270,36445371,Lman2l,.,-
chr1,36469619,36471720,Cnnm4,.,+
chr1,36471951,36474052,Gm37909,.,+
chr1,36504561,36506662,Gm47280,.,+
chr1,36509866,36511967,Cnnm3,.,+
chr1,36526236,36528337,Gm38033,.,-
chr1,36534882,36536983,Ankrd23,.,-
chr1,36537428,36539529,Gm42417,.,-
chr1,36545444,36547545,Ankrd39,.,-
chr1,36555700,36557801,D430040D24Rik,.,+
chr1,36556348,36558449,Sema4c,.,-
chr1,36599801,36601902,Gm6428,.,+
chr1,36661964,36664065,Gm24133,.,+
chr1,36681182,36683283,Fam178b,.,-
chr1,36689448,36691549,Cox5b,.,+
chr1,36708148,36710249,4933424G06Rik,.,+
chr1,36712421,36714522,Actr1b,.,-
chr1,36742791,36744892,Gm33533,.,-
chr1,36759797,36761898,Zap70,.,+
chr1,36763873,36765974,Gm18828,.,-
chr1,36870044,36872145,Gm37506,.,-
chr1,36914538,36916639,Gm38115,.,-
chr1,36924347,36926448,F830112A20Rik,.,-
chr1,36941665,36943766,Tmem131,.,-
chr1,36956426,36958527,Rpl12-ps1,.,-
chr1,37003438,37005539,n-R5s210,.,+
chr1,37024595,37026696,Vwa3b,.,+
chr1,37131263,37133364,Gm37020,.,-
chr1,37212433,37214534,Cnga3,.,+
chr1,37297696,37299797,1700074A21Rik,.,-
chr1,37297864,37299965,Inpp4a,.,+
chr1,37329503,37331604,Gm37135,.,-
chr1,37332171,37334272,4930439A04Rik,.,-
chr1,37428102,37430203,Coa5,.,-
chr1,37428138,37430239,Unc50,.,+
chr1,37486604,37488705,4930594C11Rik,.,-
chr1,37486981,37489082,Gm43213,.,-
chr1,37539015,37541116,Mgat4a,.,-
chr1,37612258,37614359,4930556I23Rik,.,+
chr1,37658721,37660822,4930470B04Rik,.,+
chr1,37694663,37696764,Gm19863,.,-
chr1,37718084,37720185,2010300C02Rik,.,-
chr1,37863298,37865399,Gm26805,.,+
chr1,37864428,37866529,Tsga10,.,-
chr1,37869737,37871838,Lipt1,.,+
chr1,37888410,37890511,Mitd1,.,-
chr1,37888476,37890577,Mrpl30,.,+
chr1,37914492,37916593,Lyg2,.,-
chr1,37931595,37933696,Gm15457,.,+
chr1,37955758,37957859,Lyg1,.,-
chr1,37971966,37974067,Gm23409,.,+
chr1,37995892,37997993,Txndc9,.,-
chr1,37996009,37998110,Eif5b,.,+
chr1,38075304,38077405,Gm37062,.,-
chr1,38127800,38129901,Rev1,.,-
chr1,38130082,38132183,Gm5099,.,+
chr1,38233419,38235520,Gm16150,.,+
chr1,38305901,38308002,Gm16151,.,+
chr1,38382948,38385049,Gm16152,.,+
chr1,38485518,38487619,Gm34727,.,+
chr1,38662954,38665055,Aff3,.,-
chr1,38720619,38722720,Gm38135,.,+
chr1,38765183,38767284,2610300A13Rik,.,+
chr1,38834710,38836811,Lonrf2,.,-
chr1,38882753,38884854,Gm37707,.,+
chr1,38896160,38898261,Chst10,.,-
chr1,38905944,38908045,Gm6621,.,+
chr1,38937148,38939249,Nms,.,+
chr1,38983607,38985708,Pdcl3,.,+
chr1,38990677,38992778,Gm37309,.,+
chr1,39055636,39057737,Gm37821,.,-
chr1,39081337,39083438,Gm37091,.,-
chr1,39184991,39187092,Mir6349,.,-
chr1,39191730,39193831,Npas2,.,+
chr1,39274564,39276665,Gm20428,.,-
chr1,39312898,39314999,Gm3617,.,+
chr1,39365841,39367942,Rpl31,.,+
chr1,39417931,39420032,Gm37265,.,-
chr1,39476754,39478855,Tbc1d8,.,-
chr1,39517532,39519633,Gm24826,.,+
chr1,39517532,39519633,Gm24826,.,+
chr1,39532991,39535092,Cnot11,.,+
chr1,39546853,39548954,Snord89,.,-
chr1,39550001,39552102,Gm15832,.,-
chr1,39571874,39573975,Gm23722,.,-
chr1,39575404,39577505,Rnf149,.,-
chr1,39596004,39598105,Gm5100,.,-
chr1,39648175,39650276,D930019O06Rik,.,+
chr1,39649473,39651574,Creg2,.,-
chr1,39718996,39721097,Rfx8,.,-
chr1,39803331,39805432,Gm3646,.,-
chr1,39845333,39847434,1700066B17Rik,.,-
chr1,39898912,39901013,Map4k4,.,+
chr1,40048367,40050468,4930456G14Rik,.,-
chr1,40072078,40074179,Il1r2,.,+
chr1,40083850,40085951,Gm16894,.,-
chr1,40086510,40088611,Gm37347,.,+
chr1,40223079,40225180,Il1r1,.,+
chr1,40236019,40238120,Gm38070,.,+
chr1,40322609,40324710,Il1rl2,.,+
chr1,40351851,40353952,Gm17970,.,+
chr1,40427569,40429670,Il1rl1,.,+
chr1,40463551,40465652,Il18r1,.,+
chr1,40513361,40515462,Il18rap,.,+
chr1,40578080,40580181,Slc9a4,.,+
chr1,40578661,40580762,Gm35801,.,-
chr1,40584840,40586941,Gm37435,.,-
chr1,40678573,40680674,Slc9a2,.,+
chr1,40695635,40697736,Gm37623,.,-
chr1,40769384,40771485,Gm37915,.,+
chr1,40788686,40790787,Mfsd9,.,-
chr1,40803600,40805701,Tmem182,.,+
chr1,40862231,40864332,Gm5973,.,-
chr1,41179251,41181352,4930448I06Rik,.,-
chr1,41527542,41529643,Gm28634,.,-
chr1,41779807,41781908,Gm29260,.,+
